id_municipio,fold,alunos_2023
4117503,0,667
4117602,2,710
4117701,1,408
4117800,2,132
4117909,0,380
4118006,2,148
4118105,1,127
4118204,1,1351
4118303,1,39
4118402,2,897
4118451,2,80
4118501,0,1001
4118600,1,77
4118709,0,85
4118808,2,172
4118857,0,92
4118907,2,147
4119004,1,56
4119103,2,186
4119152,1,1334
4119202,1,71
4119251,0,33
4119301,0,445
4119400,1,288
4119509,2,1163
4119608,1,416
4119657,1,33
4119707,1,72
4119806,1,135
4119905,0,2625
4119954,2,391
4120002,2,88
4120101,2,58
4120150,2,31
4120200,2,46
4120309,0,50
4120333,2,74
4120358,2,77
4120408,0,46
4120507,2,79
4120606,0,546
4120655,0,54
4120705,1,92
4120804,0,283
4120853,0,61
4120903,1,421
4121000,0,163
4121109,0,64
4121208,0,231
4121257,0,59
4121307,2,34
4121356,0,37
4121406,0,208
4121505,0,222
4121604,0,71
4121703,2,312
4121752,2,128
4121802,1,145
4121901,0,147
4122008,0,150
4122107,2,27
4122156,2,209
4122172,0,52
4122206,2,456
4122305,2,415
4122404,1,897
4122503,2,113
4122602,1,99
4122651,0,49
4122701,1,119
4122800,0,58
4122909,0,53
4123006,2,180
4123105,0,36
4123204,2,38
4123303,0,101
4123402,2,126
4123501,1,366
4123600,2,24
4123709,0,98
4123808,2,126
4123824,2,33
4123857,2,98
4123907,0,96
4123956,2,48
4124004,0,69
4124020,1,183
4124053,2,254
4124103,1,606
4124202,2,35
4124301,0,17
4124400,1,243
4124509,1,87
4124608,0,101
4124707,1,88
4124806,2,144
4124905,2,89
4125001,0,76
4125100,1,128
4125209,2,104
4125308,2,46
4125357,1,71
4125407,1,66
4125456,0,53
4125506,2,3014
4125555,2,23
4125605,0,436
4125704,0,345
4125753,2,70
4125803,0,90
4125902,0,43
4126009,0,77
4126108,2,79
4126207,2,74
4126256,0,1498
4126272,0,100
4126306,0,219
4126355,0,58
4126405,1,43
4126504,2,134
4126603,2,299
4126652,2,31
4126678,2,115
4126702,0,52
4126801,1,194
4126900,2,39
4127007,0,138
4127106,0,904
4127205,1,206
4127304,1,168
4127403,0,227
4127502,2,274
4127601,1,265
4127700,2,1570
4127809,1,60
4127858,2,131
4127882,2,100
4127908,2,127
4127957,0,74
4127965,1,244
4128005,0,261
4128104,1,1038
4128203,0,596
4128302,1,26
4128401,2,104
4128500,2,237
4128534,1,121
4128559,1,67
4128609,0,81
4128633,1,47
4128658,0,71
4128708,1,114
4128807,2,85
4200051,2,25
4200101,2,236
4200200,0,145
4200309,2,54
4200408,2,94
4200507,2,78
4200556,2,50
4200606,0,90
4200705,0,126
4200754,1,16
4200804,2,56
4200903,0,39
4201000,2,80
4201109,2,26
4201208,0,178
4201257,0,124
4201273,0,55
4201307,0,745
4201406,1,663
4201505,0,118
4201604,0,32
4201653,1,33
4201703,0,117
4201802,0,31
4201901,1,84
4201950,1,163
4202008,1,1055
4202057,2,166
4202073,2,164
4202081,1,39
4202099,2,10
4202107,2,606
4202131,1,67
4202156,2,32
4202206,2,112
4202305,1,761
4202404,0,3362
4202438,2,54
4202453,0,352
4202503,0,54
4202537,1,51
4202578,2,31
4202602,2,90
4202701,1,83
4202800,0,424
4202859,2,58
4202875,2,26
4202909,0,1456
4203006,0,852
4203105,0,67
4203154,1,75
4203204,1,1235
4203253,2,30
4203303,1,158
4203402,0,58
4203501,0,124
4203600,1,392
4203709,0,133
4203808,1,679
4203907,2,259
4203956,1,251
4204004,1,134
4204103,1,65
4204152,1,39
4204178,1,47
4204194,2,49
4204202,1,2804
4204251,0,172
4204301,1,931
4204350,2,55
4204400,0,104
4204459,0,19
4204509,2,207
4204558,0,186
4204608,1,2122
4204707,2,136
4204756,0,26
4204806,0,485
4204905,2,73
4205001,0,147
4205100,2,58
4205159,1,29
4205175,2,40
4205191,0,35
4205209,0,46
4205308,1,145
4205357,0,23
4205407,2,2907
4205431,2,29
4205456,1,412
4205506,2,483
4205555,0,35
4205605,1,37
4205704,2,332
4205803,2,230
4205902,2,836
4206009,2,189
4206108,1,96
4206207,0,107
4206306,1,270
4206405,2,121
4206504,0,659
4206603,0,60
4206652,2,121
4206702,2,220
4206751,2,28
4206801,1,41
4206900,2,224
4207007,0,739
4207106,0,278
4207205,1,44
4207304,1,432
4207403,1,97
4207502,2,868
4207577,2,40
4207601,2,45
4207650,0,91
4207684,2,57
4207700,1,81
4207759,1,32
4207809,1,110
4207858,0,14
4207908,2,126
4208005,0,94
4208104,1,288
4208203,1,2950
4208302,1,977
4208401,1,209
4208450,2,363
4208500,1,349
4208609,0,53
4208708,1,91
4208807,0,306
4208906,2,1986
4208955,1,20
4209003,1,270
4209102,2,6500
4209151,0,74
4209177,2,21
4209201,1,22
4209300,2,1666
4209409,1,345
4209458,0,14
4209508,1,80
4209607,1,164
4209706,2,198
4209805,2,20
4209854,2,67
4209904,0,172
4210001,1,213
4210035,0,94
4210050,2,15
4210100,1,620
4210209,1,35
4210308,0,88
4210407,1,97
4210506,1,371
4210555,2,18
4210605,1,227
4210704,1,30
4210803,2,86
4210852,1,28
4210902,0,41
4211009,1,126
4211058,2,120
4211108,0,94
4211207,1,247
4211256,0,32
4211306,0,1287
4211405,0,65
4211454,2,56
4211504,1,157
4211603,0,179
4211652,0,24
4211702,2,247
4211751,2,227
4211801,0,69
4211850,0,22
4211876,1,31
4211892,0,39
4211900,2,2170
4212007,2,99
4212056,0,38
4212106,0,164
4212205,2,219
4212239,0,48
4212254,1,147
4212270,2,66
4212304,0,126
4212403,1,54
4212502,0,470
4212601,2,20
4212650,0,105
4212700,2,53
4212809,0,351
4212908,0,267
4213005,0,51
4213104,1,53
4213153,1,34
4213203,0,335
4213302,0,64
4213351,1,53
4213401,0,138
4213500,2,336
4213609,0,284
4213708,1,248
4213807,0,93
4213906,1,17
4214003,0,264
4214102,2,21
4214151,1,44
4214201,1,114
4214300,2,31
4214409,2,77
4214508,0,86
4214607,1,101
4214706,1,118
4214805,2,499
4214904,1,65
4215000,1,472
4215059,0,31
4215075,0,61
4215109,2,139
4215208,1,44
4215307,0,98
4215356,1,67
4215406,0,69
4215455,2,147
4215505,0,238
4215554,2,29
4215604,1,27
4215653,0,123
4215679,2,100
4215687,2,31
4215695,1,19
4215703,2,353
4215752,1,41
4215802,1,938
4215901,2,20
4216008,1,114
4216057,2,83
4216107,2,96
4216206,2,570
4216255,1,73
4216305,2,393
4216354,1,75
4216404,1,85
4216503,2,279
4216602,0,2253
4216701,2,160
4216800,0,54
4216909,2,299
4217006,1,195
4217105,1,44
4217154,1,16
4217204,0,456
4217253,2,66
4217303,2,127
4217402,2,271
4217501,1,221
4217550,1,40
4217600,1,129
4217709,0,365
4217758,0,42
4217808,2,114
4217907,0,107
4217956,0,36
4218004,2,559
4218103,0,65
4218202,0,487
4218251,1,115
4218301,0,262
4218350,0,47
4218400,2,98
4218509,0,146
4218608,2,103
4218707,0,936
4218756,0,45
4218806,2,127
4218855,2,36
4218905,2,109
4218954,0,40
4219002,1,184
4219101,1,45
4219150,2,26
4219176,2,66
4219200,2,53
4219309,1,644
4219358,1,48
4219408,2,56
4219507,0,529
4219606,2,34
4219705,2,409
4219853,1,69
4220000,2,209
4300034,2,45
4300059,2,44
4300109,2,141
4300208,0,47
4300307,0,41
4300406,2,658
4300455,0,23
4300505,1,56
4300554,2,13
4300570,1,26
4300604,2,2214
4300638,2,39
4300646,0,89
4300661,2,16
4300703,0,35
4300802,2,119
4300851,0,37
4300877,2,113
4300901,2,58
4301008,1,185
4301057,2,142
4301073,1,20
4301107,1,148
4301206,0,132
4301305,0,142
4301404,2,79
4301503,0,52
4301552,0,28
4301602,1,934
4301636,1,173
4301651,1,41
4301701,1,72
4301750,1,27
4301800,0,56
4301859,2,46
4301875,2,68
4301909,0,77
4301958,0,31
4302006,0,67
4302055,0,14
4302105,1,1097
4302154,2,17
4302204,1,72
4302220,1,28
4302238,2,23
4302253,2,15
4302303,2,138
4302352,0,168
4302378,1,16
4302402,0,133
4302451,1,38
4302501,2,39
4302584,1,13
4302600,2,27
4302659,1,43
4302709,0,220
4302808,0,329
4302907,0,100
4303004,1,652
4303103,1,1262
4303202,0,31
4303301,1,19
4303400,1,40
4303509,0,671
4303558,2,20
4303608,1,40
4303673,0,20
4303707,1,62
4303806,1,53
4303905,2,716
4304002,0,56
4304101,1,52
4304200,2,244
4304309,1,52
4304358,0,117
4304408,0,470
4304507,1,337
4304606,2,2922
4304614,1,15
4304622,1,13
4304630,1,646
4304655,0,36
4304663,1,274
4304671,1,65
4304689,2,124
4304697,2,37
4304705,2,531
4304713,1,62
4304804,0,310
4304853,2,11
4304903,1,85
4304952,0,39
4305009,2,98
4305108,1,4046
4305116,0,12
4305124,0,31
4305132,0,39
4305157,1,12
4305173,0,76
4305207,1,105
4305306,2,96
4305355,0,337
4305371,1,19
4305405,0,51
4305439,0,26
4305447,0,59
4305454,1,179
4305504,0,15
4305587,0,30
4305603,1,23
4305702,2,96
4305801,0,111
4305850,0,23
4305871,1,30
4305900,0,57
4305934,1,14
4305959,2,32
4305975,2,50
4306007,0,116
4306056,1,103
4306072,0,11
4306106,0,624
4306130,0,18
4306205,2,100
4306304,2,41
4306320,0,24
4306353,1,12
4306379,0,31
4306403,2,360
4306429,0,14
4306452,1,33
4306502,0,143
4306551,1,25
4306601,1,214
4306700,1,26
4306734,1,47
4306767,0,213
4306809,0,182
4306908,2,222
4306924,2,13
4306932,2,68
4306957,1,31
4306973,1,32
4307005,2,993
4307054,0,37
4307104,0,44
4307203,1,51
4307302,1,55
4307401,2,32
4307450,0,37
4307500,0,140
4307559,2,67
4307609,2,491
4307708,1,756
4307807,1,322
4307815,1,31
4307831,0,17
4307864,0,19
4307906,0,758
4308003,1,73
4308052,1,19
4308078,1,50
4308102,0,121
4308201,2,331
4308250,1,14
4308300,2,88
4308409,0,53
4308433,1,28
4308458,1,55
4308508,0,335
4308607,1,275
4308656,2,19
4308706,0,38
4308805,1,55
4308854,1,18
4308904,2,168
4309001,0,148
4309050,2,107
4309100,0,427
4309126,0,16
4309159,0,14
4309209,1,2613
4309308,1,995
4309407,2,69
4309506,1,55
4309555,2,70
4309571,1,17
4309605,2,217
4309654,2,55
4309704,0,44
4309753,1,31
4309803,0,58
4309902,1,75
4309951,1,43
4310009,2,200
4310108,2,409
4310207,2,795
4310306,0,43
4310330,0,344
4310363,2,32
4310405,1,58
4310413,1,24
4310439,0,67
4310462,2,17
4310504,1,39
4310538,0,53
4310553,1,28
4310579,0,19
4310603,1,354
4310652,0,32
4310702,1,30
4310801,0,237
4310850,2,43
4310876,1,20
4310900,0,31
4311007,1,234
4311106,2,83
4311122,2,59
4311130,1,15
4311155,1,44
4311205,0,141
4311239,1,26
4311254,2,30
4311270,1,21
4311304,1,259
4311403,2,840
4311429,2,15
4311502,2,47
4311601,0,42
4311627,0,71
4311643,0,11
4311700,2,72
4311718,0,48
4311734,0,37
4311759,0,67
4311775,1,44
4311791,2,28
4311809,1,426
4311908,1,46
4311981,0,38
4312005,0,17
4312054,0,30
4312104,2,30
4312138,0,33
4312153,1,59
4312179,1,17
4312203,0,40
4312252,2,89
4312302,1,56
4312351,0,16
4312377,2,44
4312385,0,26
4312401,2,630
4312427,2,28
4312443,1,38
4312450,0,41
4312476,2,52
4312500,2,137
4312609,2,34
4312617,0,31
4312625,0,10
4312658,0,183
4312674,2,21
4312708,0,126
4312757,2,30
4312807,1,68
4312906,2,92
4312955,0,21
4313003,2,33
4313011,0,33
4313037,0,48
4313060,1,218
4313086,2,13
4313102,1,33
4313201,1,268
4313300,1,293
4313334,2,22
4313359,2,27
4313375,1,343
4313391,2,29
4313409,1,2280
4313425,1,11
4313441,1,26
4313466,2,22
4313490,0,45
4313508,1,502
4313607,0,27
4313656,0,140
4313706,1,371
4313805,2,95
4313904,0,537
4313953,0,103
4314001,2,64
4314027,2,68
4314035,0,56
4314050,0,634
4314068,2,31
4314076,1,56
4314100,1,1983
4314134,2,16
4314159,0,83
4314175,1,17
4314209,0,47
4314308,2,42
4314407,2,2252
4314423,2,59
4314456,0,39
4314464,1,21
4314472,1,11
4314498,0,50
4314506,2,81
4314548,0,28
4314555,2,12
4314605,0,143
4314704,2,77
4314753,0,23
4314779,0,28
4314787,0,15
4314803,0,372
4314902,0,8343
4315008,1,36
4315057,1,28
4315073,0,19
4315107,1,94
4315131,1,13
4315149,0,38
4315156,2,33
4315172,1,28
4315206,2,26
4315305,1,214
4315313,2,17
4315321,0,15
4315354,0,42
4315404,0,70
4315453,1,15
4315503,1,151
4315552,1,9
4315602,1,1630
4315701,1,303
4315750,2,42
4315800,0,79
4315909,1,55
4316006,1,178
4316105,1,70
4316204,1,48
4316303,2,32
4316402,1,312
4316428,2,34
4316436,1,25
4316451,0,98
4316477,2,34
4316501,1,70
4316600,2,143
4316709,1,96
4316733,1,16
4316758,2,76
4316808,1,1173
4316907,2,1949
4316956,2,36
4316972,2,25
4317004,1,46
4317103,0,769
4317202,0,745
4317251,2,11
4317301,0,321
4317400,2,402
4317509,1,629
4317558,2,18
4317608,2,383
4317707,0,74
4317756,1,29
4317806,2,164
4317905,0,137
4317954,2,10
4318002,1,604
4318051,1,27
4318101,1,154
4318200,1,198
4318309,2,617
4318408,0,187
4318424,0,42
4318440,0,30
4318457,2,23
4318465,2,15
4318481,0,37
4318499,0,29
4318507,1,282
4318606,1,62
4318614,2,20
4318622,1,47
4318705,0,2101
4318804,1,322
4318903,0,341
4319000,2,204
4319109,0,49
4319125,2,29
4319158,0,67
4319208,2,50
4319307,1,57
4319356,1,42
4319364,2,10
4319372,2,28
4319406,0,160
4319505,0,276
4319604,1,155
4319703,2,31
4319711,2,17
4319737,1,14
4319752,2,33
4319802,2,101
4319901,1,835
4320008,0,1375
4320107,1,221
4320206,0,137
4320230,0,34
4320263,1,44
4320305,2,51
4320321,0,25
4320354,1,45
4320404,1,173
4320453,2,16
4320503,2,43
4320552,0,48
4320578,2,14
4320602,2,33
4320651,1,18
4320677,2,70
4320701,0,152
4320800,0,293
4320859,2,64
4320909,1,321
4321006,2,99
4321105,0,154
4321204,1,504
4321303,1,258
4321329,1,42
4321352,2,64
4321402,1,175
4321436,1,142
4321451,2,297
4321469,0,32
4321477,0,41
4321493,0,13
4321501,2,435
4321600,1,746
4321626,0,24
4321634,2,12
4321667,1,129
4321709,1,272
4321808,2,203
4321832,0,23
4321857,2,54
4321907,1,267
4321956,1,72
4322004,2,306
4322103,1,47
4322152,2,35
4322186,1,11
4322202,1,233
4322251,2,66
4322301,2,62
4322327,1,42
4322343,0,13
4322376,0,24
4322400,2,1263
4322509,0,787
4322525,0,51
4322533,1,70
4322541,2,59
4322558,1,24
4322608,1,513
4322707,1,226
4322806,2,205
4322855,0,16
4322905,1,25
4323002,2,2650
4323101,1,32
4323200,2,25
4323309,2,42
4323358,1,27
4323408,2,37
4323457,2,50
4323507,1,22
4323606,0,19
4323705,1,24
4323754,2,19
4323770,1,22
4323804,0,222
5000203,0,322
5000252,0,102
5000609,2,625
5000708,1,400
5000807,1,133
5000856,1,199
5000906,1,134
5001003,1,379
5001102,0,599
5001243,1,182
5001508,1,158
5001904,0,316
5002001,2,186
5002100,1,312
5002159,2,129
5002209,0,384
5002308,1,173
5002407,0,430
5002605,2,225
5002704,1,9421
5002803,2,93
5002902,1,288
5002951,2,476
5003108,1,92
5003157,1,314
5003207,1,1286
5003256,2,451
5003306,0,451
5003454,0,194
5003488,0,204
5003504,2,65
5003702,1,3097
5003751,1,136
5003801,2,300
5003900,1,69
5004007,0,131
5004106,0,159
5004304,1,209
5004403,1,108
5004502,2,258
5004601,1,364
5004700,1,459
5004809,2,173
5004908,0,103
5005004,0,337
5005103,0,65
5005152,0,136
5005202,0,290
5005251,0,153
5005400,0,646
5005608,0,385
5005681,1,240
5005707,0,809
5005806,1,236
5006002,1,368
5006200,1,701
5006259,2,95
5006275,1,127
5006309,1,493
5006358,0,176
5006408,1,101
5006606,0,1699
5006903,1,187
5007109,2,425
5007208,2,567
5007307,0,81
5007406,0,312
5007505,0,93
5007554,1,116
5007695,1,487
5007703,2,153
5007802,1,135
5007901,1,723
5007935,0,199
5007950,0,185
5007976,2,52
5008008,0,281
5008305,1,1683
5008404,1,88
5100102,2,51
5100201,1,374
5100250,2,735
5100300,1,177
5100359,1,93
5100409,2,175
5100508,1,98
5100607,0,180
5100805,1,140
5101001,0,50
5101209,2,18
5101258,0,192
5101308,2,135
5101407,1,403
5101605,1,100
5101704,0,414
5101803,0,775
5101852,0,123
5101902,2,288
5102504,1,1142
5102603,1,156
5102637,0,820
5102678,1,671
5102686,1,170
5102694,1,80
5102702,2,319
5102793,0,130
5102850,0,68
5103007,1,257
5103056,0,162
5103106,0,69
5103205,1,433
5103254,0,431
5103304,2,252
5103353,0,574
5103361,1,49
5103379,0,167
5103403,2,6261
5103437,1,70
5103452,0,120
5103502,2,333
5103601,1,94
5103700,0,172
5103809,2,38
5103858,0,104
5103908,0,69
5103957,1,34
5104104,1,459
5104203,2,112
5104500,0,33
5104526,2,161
5104542,2,133
5104559,1,89
5104609,0,237
5104807,1,357
5104906,0,105
5105002,0,122
5105101,2,437
5105150,1,551
5105176,1,134
5105200,0,152
5105234,2,65
5105259,2,1307
5105309,1,29
5105507,1,219
5105580,2,186
5105606,0,298
5105622,2,328
5105903,2,238
5106000,0,74
5106109,2,136
5106158,0,209
5106174,1,41
5106182,0,105
5106190,1,69
5106208,2,57
5106216,0,186
5106224,0,889
5106232,2,239
5106240,1,189
5106257,0,262
5106265,0,117
5106273,1,53
5106281,2,114
5106299,1,178
5106307,1,340
5106315,2,38
5106372,0,259
5106422,1,463
5106455,0,62
5106505,1,402
5106653,0,65
5106703,1,18
5106752,1,667
5106778,2,183
5106802,2,82
5106828,0,149
5106851,0,45
5107008,0,283
5107040,0,1166
5107065,1,423
5107107,0,232
5107156,0,26
5107180,2,134
5107198,2,49
5107206,1,72
5107248,2,102
5107263,2,37
5107297,2,35
5107305,0,240
5107354,1,122
5107404,2,78
5107578,1,46
5107602,1,3037
5107701,2,155
5107743,0,52
5107750,0,52
5107768,1,86
5107776,2,86
5107792,0,66
5107800,0,231
5107859,1,159
5107875,0,420
5107883,1,34
5107909,1,2743
5107925,2,1729
5107941,1,182
5107958,0,1200
5108006,1,194
5108055,1,166
5108105,1,34
5108204,0,43
5108303,0,73
5108352,0,41
5108402,2,3851
5108501,1,174
5108600,0,270
5108808,1,70
5108857,1,58
5108907,2,94
5108956,1,142
5200050,2,320
5200100,2,192
5200134,2,262
5200159,2,21
5200175,1,81
5200209,0,23
5200258,0,3009
5200308,1,311
5200506,1,36
5200555,0,115
5200605,2,156
5200803,1,103
5200829,0,34
5200852,1,63
5200902,1,38
5201108,1,3908
5201207,1,20
5201306,1,164
5201405,0,5744
5201454,1,42
5201504,2,51
5201603,2,44
5201702,2,221
5201801,2,175
5202155,0,58
5202353,0,28
5202502,1,100
5202601,2,33
5202809,0,35
5203104,0,42
5203203,1,164
5203302,0,302
5203401,0,90
5203500,2,301
5203559,1,130
5203575,2,41
5203609,1,39
5203807,1,82
5203906,0,102
5203939,0,43
5203962,0,40
5204003,1,94
5204102,0,164
5204201,0,20
5204250,2,106
5204300,1,129
5204409,2,117
5204508,2,1204
5204557,1,66
5204607,0,55
5204656,0,44
5204706,0,193
5204805,1,96
5204854,2,107
5204904,0,229
5204953,2,52
5205000,0,70
5205059,2,47
5205109,2,951
5205208,1,77
5205307,2,114
5205406,2,143
5205455,1,113
5205471,1,197
5205497,2,1255
5205513,0,311
5205521,0,53
5205703,0,22
5205802,1,96
5205901,2,87
5206206,2,1058
5206305,1,35
5206404,0,152
5206503,0,43
5206602,1,21
5206701,0,53
5206800,2,31
5206909,1,31
5207105,0,29
5207253,2,85
5207352,0,47
5207402,0,129
5207501,2,40
5207535,1,42
5207600,2,54
5207808,0,81
5207907,2,124
5208004,2,1202
5208103,2,45
5208152,1,46
5208301,0,58
5208400,0,155
5208509,0,54
5208608,2,920
5208707,2,8851
5208806,0,1057
5208905,2,156
5209101,1,448
5209150,2,70
5209200,1,242
5209291,1,26
5209408,0,31
5209457,0,21
5209606,1,34
5209705,0,362
5209804,0,53
5209903,2,150
5209937,2,69
5209952,1,231
5210000,2,501
5210109,0,267
5210158,1,29
5210208,2,340
5210307,2,24
5210406,0,525
5210562,1,52
5210604,2,47
5210802,0,54
5210901,2,251
5211008,2,94
5211206,0,202
5211305,0,75
5211404,1,61
5211503,1,1177
5211602,0,28
5211701,2,61
5211800,1,493
5211909,0,1123
5212006,1,31
5212055,2,30
5212105,1,71
5212204,0,189
5212253,0,21
5212303,1,71
5212501,1,3006
5212600,0,33
5212709,0,108
5212808,2,116
5212907,2,36
5212956,2,53
5213004,2,153
5213053,1,21
5213087,1,327
5213103,0,970
5213400,0,14
5213509,0,98
5213707,0,85
5213756,1,142
5213772,0,40
5213806,1,463
5213855,2,22
5213905,2,48
5214002,0,236
5214051,2,77
5214101,1,48
5214408,2,107
5214507,2,375
5214606,0,324
5214705,1,31
5214804,2,21
5214838,1,155
5214861,2,82
5214879,0,46
5214903,0,29
5215009,2,105
5215207,0,45
5215231,0,1063
5215256,0,58
5215306,2,126
5215405,2,48
5215504,0,91
5215603,1,394
5215652,2,44
5215702,2,344
5215801,2,14
5215900,1,46
5216007,0,43
5216304,1,98
5216403,1,132
5216452,2,50
5216809,0,55
5216908,2,18
5217104,0,229
5217203,1,113
5217302,2,343
5217401,0,268
5217609,2,1570
5217708,1,167
5218003,2,427
5218052,1,74
5218102,2,51
5218300,0,401
5218391,0,31
5218508,1,586
5218607,2,118
5218706,0,39
5218789,2,69
5218805,1,2644
5218904,0,233
5219001,1,83
5219100,1,81
5219209,2,29
5219258,2,76
5219357,2,39
5219407,2,62
5219456,1,32
5219506,2,41
5219605,1,27
5219704,1,80
5219712,0,32
5219738,0,106
5219753,0,861
5219803,2,104
5219902,0,81
5220009,2,174
5220058,0,24
5220108,2,300
5220157,2,80
5220207,1,298
5220264,1,39
5220280,0,27
5220405,1,252
5220454,1,1867
5220504,1,98
5220603,0,168
5220686,1,64
5220702,2,33
5221007,1,59
5221080,1,32
5221197,1,95
5221304,2,29
5221403,0,1645
5221452,2,32
5221502,2,48
5221551,2,70
5221577,1,30
5221601,1,430
5221700,2,119
5221809,2,28
5221858,2,2080
5221908,1,43
5222005,0,174
5222054,1,130
5222203,2,70
5222302,2,65
